id,event_type,event_cause,requires_road_closure,priority,status,corridor,police_station,zone,latitude,longitude,junction,start_datetime,hour,day_of_week,dow_num,month,is_weekend,was_escalated,has_valid_stretch,stretch_km,veh_type
FKID000547,unplanned,others,False,LOW,closed,Non-corridor,Cubbon Park,Central Zone 2,12.9816739,77.5869219,CID-CarltonHouseJunc,2024-01-04 06:24:10.469000+00:00,6,Thursday,3,1,False,True,False,,
FKID000548,unplanned,others,False,HIGH,closed,CBD 2,Cubbon Park,Central Zone 2,12.9828467,77.5966008,CoffeeBoardJunc,2024-01-10 19:19:48.700000+00:00,19,Wednesday,2,1,False,True,False,,
FKID000549,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Hebbala,,13.0361195,77.5895123,,2024-02-05 22:42:43.961000+00:00,22,Monday,0,2,False,True,False,,lcv
FKID000550,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,,12.9691733,77.5905,,2024-02-05 23:15:43.604000+00:00,23,Monday,0,2,False,True,False,,private_bus
FKID000551,unplanned,others,False,LOW,active,Non-corridor,Cubbon Park,,12.9803167,77.5860051,,2024-02-06 01:42:55.455000+00:00,1,Tuesday,1,2,False,True,False,,
FKID000552,unplanned,water_logging,False,LOW,active,Non-corridor,Jayanagara,,12.9254516,77.5803284,,2024-03-09 21:32:00.148000+00:00,21,Saturday,5,3,True,True,False,,
FKID000553,planned,construction,False,HIGH,closed,ORR East 2,HAL Old Airport,,12.9698023,77.7004597,,2024-03-09 21:07:10.260000+00:00,21,Saturday,5,3,True,True,False,,
FKID000555,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jnanabharathi,,12.9606468,77.5043745,,2024-02-06 00:22:32.545000+00:00,0,Tuesday,1,2,False,True,False,,private_bus
FKID000556,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,Adugodi,,12.9462817,77.6072168,,2024-02-06 02:34:32.057000+00:00,2,Tuesday,1,2,False,True,False,,heavy_vehicle
FKID000557,planned,construction,False,HIGH,closed,ORR West 1,J.P. Nagar,,12.9050763,77.5856446,,2024-03-09 21:33:49.745000+00:00,21,Saturday,5,3,True,True,False,,
FKID000558,unplanned,vehicle_breakdown,False,HIGH,closed,ORR East 1,Bellandur,,12.9234712,77.6554145,,2024-02-06 01:26:12.368000+00:00,1,Tuesday,1,2,False,True,False,,truck
FKID000559,unplanned,pot_holes,False,LOW,closed,Non-corridor,Thalagattapura,,12.8663994,77.5345759,,2024-03-09 21:53:28.518000+00:00,21,Saturday,5,3,True,True,False,,
FKID000560,unplanned,tree_fall,True,LOW,active,Non-corridor,Basavanagudi,,12.9371572,77.5626196,,2024-03-09 22:34:10.617000+00:00,22,Saturday,5,3,True,True,True,0.03956227487124694,
FKID000561,unplanned,construction,False,HIGH,closed,ORR North 1,Banaswadi,,13.0020386,77.6630527,,2024-02-06 04:28:14.618000+00:00,4,Tuesday,1,2,False,True,False,,
FKID000562,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Kodigehalli,,13.0429355,77.5866438,,2024-02-06 01:46:16.534000+00:00,1,Tuesday,1,2,False,True,False,,lcv
FKID000563,unplanned,accident,False,HIGH,closed,Bellary Road 1,Hebbala,,13.050612,77.5933747,,2024-02-06 04:47:36.961000+00:00,4,Tuesday,1,2,False,True,False,,
FKID000564,unplanned,water_logging,False,HIGH,closed,IRR(Thanisandra road),Ashok Nagar,,12.938718,77.6346991,,2024-03-09 23:01:30.927000+00:00,23,Saturday,5,3,True,True,False,,
FKID000565,unplanned,water_logging,False,HIGH,closed,CBD 2,Cubbon Park,Central Zone 2,12.9837283,77.5938566,CoffeeBoardJunc,2023-12-12 08:20:15.379000+00:00,8,Tuesday,1,12,False,True,False,,
FKID000566,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Wilson Garden,,12.9451182,77.5970652,,2024-02-06 05:52:10.676000+00:00,5,Tuesday,1,2,False,True,False,,private_bus
FKID000567,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,13.0168373,77.5840601,,2024-03-09 23:09:17.618000+00:00,23,Saturday,5,3,True,True,False,,bmtc_bus
FKID000568,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Kodigehalli,,13.0468824,77.5756714,,2024-03-10 00:15:37.663000+00:00,0,Sunday,6,3,True,True,False,,lcv
FKID000569,unplanned,road_conditions,False,HIGH,closed,Bannerghata Road,Mico Layout,,12.9018662,77.6011464,,2024-02-06 06:21:46.910000+00:00,6,Tuesday,1,2,False,True,False,,
FKID000570,unplanned,vehicle_breakdown,False,HIGH,closed,CBD 2,Cubbon Park,,12.9819509,77.5954538,,2024-02-06 06:17:31.855000+00:00,6,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000571,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Banaswadi,,12.9870587,77.6485145,,2024-03-09 21:00:33.444000+00:00,21,Saturday,5,3,True,True,False,,bmtc_bus
FKID000572,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Hennuru,,13.0699341,77.6204685,,2024-02-06 06:53:17.246000+00:00,6,Tuesday,1,2,False,True,False,,others
FKID000573,unplanned,congestion,False,HIGH,closed,ORR North 2,Kodigehalli,,13.0445891,77.5818807,,2024-02-06 05:26:38.421000+00:00,5,Tuesday,1,2,False,False,False,,
FKID000574,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Banaswadi,,12.9870855,77.648421,,2024-03-09 21:03:02.445000+00:00,21,Saturday,5,3,True,True,False,,bmtc_bus
FKID000576,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Yelahanka,,13.0958264,77.5936221,,2024-02-06 10:36:54.891000+00:00,10,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000577,unplanned,others,False,HIGH,active,Bellary Road 1,Kodigehalli,,13.031606,77.5874307,,2024-03-10 00:25:57.469000+00:00,0,Sunday,6,3,True,True,False,,
FKID000578,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,,13.0879383,77.5940317,,2024-02-06 18:31:15.819000+00:00,18,Tuesday,1,2,False,True,False,,private_bus
FKID000579,unplanned,vehicle_breakdown,False,HIGH,closed,ORR East 2,HAL Old Airport,,12.9727382,77.698422,,2024-02-06 04:57:44.185000+00:00,4,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000580,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,HSR Layout,,12.8993933,77.6339815,,2024-02-06 05:19:50.622000+00:00,5,Tuesday,1,2,False,True,False,,truck
FKID000581,unplanned,accident,False,LOW,closed,Non-corridor,No Police Station,,13.070013,77.4450571,,2024-02-06 18:29:15.968000+00:00,18,Tuesday,1,2,False,True,False,,
FKID000582,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,,13.0396997,77.5182903,,2024-03-10 01:03:49.259000+00:00,1,Sunday,6,3,True,True,False,,bmtc_bus
FKID000583,unplanned,road_conditions,False,HIGH,active,Mysore Road,Byatarayanapura,,12.9529134,77.5416203,,2024-02-06 20:30:26.226000+00:00,20,Tuesday,1,2,False,True,False,,
FKID000584,unplanned,tree_fall,False,LOW,active,Non-corridor,Ashok Nagar,,12.9641669,77.625944,,2024-03-10 01:22:45.185000+00:00,1,Sunday,6,3,True,True,False,,
FKID000585,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Hennuru,,13.046897,77.644382,,2024-03-09 23:17:38.124000+00:00,23,Saturday,5,3,True,True,False,,heavy_vehicle
FKID000586,unplanned,accident,False,HIGH,closed,Bellary Road 2,Yelahanka,,13.1250833,77.6124167,,2024-02-06 18:59:47.791000+00:00,18,Tuesday,1,2,False,True,False,,
FKID000587,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Upparpet,,12.9800539,77.5727642,,2024-02-06 19:26:44.765000+00:00,19,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000588,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Electronic City,,12.85678142,77.66416602,,2024-02-06 20:58:39.824000+00:00,20,Tuesday,1,2,False,True,False,,heavy_vehicle
FKID000589,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,,12.9679697,77.5909676,,2024-02-06 19:37:01.233000+00:00,19,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000590,unplanned,vehicle_breakdown,False,HIGH,resolved,Mysore Road,Chamarajpet,,12.9567473,77.5342133,,2024-02-06 20:52:03.228000+00:00,20,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000591,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,,13.0936884,77.5959414,,2024-02-06 20:11:29.894000+00:00,20,Tuesday,1,2,False,True,False,,others
FKID000592,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,,13.0347674,77.5291978,,2024-02-06 20:47:26.400000+00:00,20,Tuesday,1,2,False,True,False,,truck
FKID000593,unplanned,construction,False,HIGH,active,IRR(Thanisandra road),Ashok Nagar,,12.9378462,77.6349705,,2024-02-06 21:18:07.178000+00:00,21,Tuesday,1,2,False,True,False,,
FKID000594,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jayanagara,,12.917534,77.5761933,,2024-03-10 02:08:58.517000+00:00,2,Sunday,6,3,True,True,False,,bmtc_bus
FKID000595,unplanned,vehicle_breakdown,False,HIGH,closed,West of Chord Road,Magadi Road,,12.9747841,77.5486991,,2024-03-10 00:08:27.283000+00:00,0,Sunday,6,3,True,True,False,,truck
FKID000596,unplanned,pot_holes,False,HIGH,active,Magadi Road,Magadi Road,,12.9750397,77.5522543,,2024-02-06 21:21:19.377000+00:00,21,Tuesday,1,2,False,True,False,,
FKID000597,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Yeshwanthpura,,13.0286023,77.5361493,,2024-03-10 03:51:02.209000+00:00,3,Sunday,6,3,True,True,False,,heavy_vehicle
FKID000598,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Pulikeshinagar(F.Town),,12.9875809,77.619241,,2024-02-06 22:39:39.884000+00:00,22,Tuesday,1,2,False,True,False,,heavy_vehicle
FKID000599,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Chamarajpet,,12.9614333,77.5606533,,2024-02-06 21:29:36.014000+00:00,21,Tuesday,1,2,False,False,False,,bmtc_bus
FKID000600,unplanned,pot_holes,False,HIGH,active,Magadi Road,Magadi Road,,12.9750969,77.5522369,,2024-02-06 21:29:08.958000+00:00,21,Tuesday,1,2,False,True,False,,
FKID000601,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Banaswadi,,12.9932058,77.6619145,,2024-02-06 22:24:16.609000+00:00,22,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000602,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Basavanagudi,,12.9405829,77.5742938,,2024-02-06 22:34:10.739000+00:00,22,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000603,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,High ground,,12.9876225,77.5945968,,2024-02-06 23:19:42.132000+00:00,23,Tuesday,1,2,False,True,False,,bmtc_bus
FKID000604,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Whitefield,,12.9436333,77.7471783,,2024-02-07 01:42:39.444000+00:00,1,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000605,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Yeshwanthpura,,13.0299352,77.5366387,,2024-02-07 02:47:40.423000+00:00,2,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000606,unplanned,pot_holes,False,HIGH,active,Old Madras Road,Jeevanbheemanagar,,12.9839548,77.6403761,,2024-03-10 03:54:32.509000+00:00,3,Sunday,6,3,True,True,False,,
FKID000607,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,,12.9636898,77.5847108,,2024-02-07 04:09:55.668000+00:00,4,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000608,unplanned,others,False,HIGH,closed,ORR East 2,K.R. Pura,,13.0016955,77.6792426,,2024-02-07 04:48:39.936000+00:00,4,Wednesday,2,2,False,True,False,,
FKID000609,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Banashankari,,12.9163228,77.570324,,2024-02-07 04:10:22.184000+00:00,4,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000610,unplanned,vehicle_breakdown,False,HIGH,closed,Hennur Main Road,Hennuru,,13.0413323,77.6224696,,2024-02-07 04:38:21.517000+00:00,4,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000611,unplanned,others,True,HIGH,active,Old Madras Road,Halasur,,12.9752206,77.6256805,,2024-03-10 04:22:14.737000+00:00,4,Sunday,6,3,True,True,True,0.001608734300721379,
FKID000612,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Kamakshipalya,,12.9857333,77.5266267,,2024-03-10 03:59:18.657000+00:00,3,Sunday,6,3,True,True,False,,others
FKID000613,unplanned,pot_holes,False,HIGH,active,Old Madras Road,Jeevanbheemanagar,,12.9839284,77.6405645,,2024-03-10 03:55:18.732000+00:00,3,Sunday,6,3,True,True,False,,
FKID000614,unplanned,others,False,HIGH,active,Bellary Road 1,R.T. Nagar,,13.0246483,77.5852377,,2024-02-07 04:51:20.191000+00:00,4,Wednesday,2,2,False,True,False,,
FKID000615,unplanned,others,False,HIGH,closed,Magadi Road,Kamakshipalya,,12.9858915,77.5264086,,2024-03-10 04:31:04.775000+00:00,4,Sunday,6,3,True,True,False,,
FKID000616,unplanned,others,False,HIGH,closed,CBD 2,Cubbon Park,Central Zone 2,12.9818243,77.5952978,PoliceTimmaiahCircle(GPO),2023-12-23 22:47:18.788000+00:00,22,Saturday,5,12,True,True,False,,
FKID000617,unplanned,pot_holes,False,HIGH,closed,CBD 2,Cubbon Park,,12.9834253,77.5950206,,2024-02-07 06:53:26.848000+00:00,6,Wednesday,2,2,False,True,False,,
FKID000618,unplanned,pot_holes,False,HIGH,closed,ORR West 1,J.P. Nagar,South Zone 1,12.9063895,77.5953074,Delmia-Jayanagar,2023-12-30 05:16:06.301000+00:00,5,Saturday,5,12,True,True,False,,
FKID000619,unplanned,others,False,HIGH,active,ORR West 1,J.P. Nagar,,12.9063944,77.5917062,,2024-03-10 04:44:46.119000+00:00,4,Sunday,6,3,True,True,False,,
FKID000620,unplanned,congestion,False,HIGH,closed,ORR North 2,Kodigehalli,,13.0448582,77.5816721,,2024-02-07 04:43:56.187000+00:00,4,Wednesday,2,2,False,False,False,,
FKID000621,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Byatarayanapura,,12.9558641,77.5463576,,2024-02-07 04:52:10.724000+00:00,4,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000622,unplanned,vehicle_breakdown,False,HIGH,closed,Hennur Main Road,K.G. Halli,,13.0406715,77.6219368,,2024-02-07 04:36:30.337000+00:00,4,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000623,unplanned,others,False,HIGH,closed,ORR North 1,Banaswadi,,13.019261,77.6558323,,2024-02-07 06:53:40.838000+00:00,6,Wednesday,2,2,False,True,False,,
FKID000624,unplanned,others,False,HIGH,closed,Old Airport Road,Jeevanbheemanagar,,12.9634736,77.6417093,,2024-02-07 07:15:13.192000+00:00,7,Wednesday,2,2,False,True,False,,
FKID000625,unplanned,vehicle_breakdown,True,HIGH,closed,CBD 2,Shivajinagar,,12.9839379,77.5977188,,2024-02-07 07:37:23.513000+00:00,7,Wednesday,2,2,False,True,True,0.005635171667312195,lcv
FKID000626,unplanned,water_logging,False,HIGH,active,ORR West 1,J.P. Nagar,,12.9054146,77.5856761,,2024-03-10 04:48:58.850000+00:00,4,Sunday,6,3,True,True,False,,
FKID000627,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Electronic City,,12.8182782,77.6899311,,2024-02-07 06:13:46.575000+00:00,6,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000628,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,No Police Station,,13.0633558,77.4578239,,2024-02-07 05:44:47.757000+00:00,5,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000629,planned,construction,False,HIGH,closed,ORR East 2,HAL Old Airport,,12.9694928,77.700667,,2024-02-06 21:13:31.498000+00:00,21,Tuesday,1,2,False,True,False,,
FKID000630,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jayanagara,,12.9170147,77.5841208,,2024-02-07 08:55:06.117000+00:00,8,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000631,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Chamarajpet,,12.9627,77.5653883,,2024-03-10 04:55:48.993000+00:00,4,Sunday,6,3,True,True,False,,bmtc_bus
FKID000632,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Peenya,,13.0473308,77.5011321,,2024-02-07 11:55:57.819000+00:00,11,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000633,unplanned,vehicle_breakdown,False,HIGH,closed,Varthur Road,Whitefield,,12.9560094,77.7279445,,2024-03-10 05:10:21.599000+00:00,5,Sunday,6,3,True,True,False,,bmtc_bus
FKID000634,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Thalagattapura,,12.8883535,77.5620501,,2024-03-10 05:17:55.147000+00:00,5,Sunday,6,3,True,True,False,,heavy_vehicle
FKID000635,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.0083988,77.6957918,,2024-02-07 17:25:21.645000+00:00,17,Wednesday,2,2,False,True,False,,others
FKID000636,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,,13.0014249,77.5837935,,2024-02-07 18:53:13.143000+00:00,18,Wednesday,2,2,False,True,False,,private_car
FKID000638,unplanned,others,False,HIGH,closed,CBD 2,Cubbon Park,,12.9834332,77.5950398,,2024-02-07 19:26:43.183000+00:00,19,Wednesday,2,2,False,True,False,,
FKID000639,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Chamarajpet,,12.9674234,77.5681024,,2024-03-10 05:33:16.766000+00:00,5,Sunday,6,3,True,True,False,,ksrtc_bus
FKID000640,unplanned,water_logging,False,HIGH,closed,CBD 2,Cubbon Park,Central Zone 2,12.9832542,77.5960755,CoffeeBoardJunc,2024-01-02 22:14:12.086000+00:00,22,Tuesday,1,1,False,True,False,,
FKID000641,unplanned,others,False,HIGH,closed,Mysore Road,Chamarajpet,Central Zone 2,12.9610652,77.5592214,SirsiCircle,2024-01-17 20:41:00.612000+00:00,20,Wednesday,2,1,False,True,False,,
FKID000642,unplanned,water_logging,False,LOW,active,Non-corridor,HAL Old Airport,,12.9365224,77.7037577,,2024-02-07 21:05:13.098000+00:00,21,Wednesday,2,2,False,True,False,,
FKID000643,unplanned,road_conditions,False,HIGH,active,Bannerghata Road,J.P. Nagar,,12.9022491,77.6009868,,2024-02-07 21:07:02.877000+00:00,21,Wednesday,2,2,False,True,False,,
FKID000644,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Mahadevapura,,12.9864507,77.73138,,2024-02-07 21:20:37.188000+00:00,21,Wednesday,2,2,False,True,False,,private_bus
FKID000645,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,,13.1305823,77.615127,,2024-02-07 19:11:18.705000+00:00,19,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000646,unplanned,others,False,LOW,closed,Non-corridor,Peenya,,13.0454386,77.5020767,,2024-02-07 20:51:58.144000+00:00,20,Wednesday,2,2,False,True,False,,
FKID000647,unplanned,pot_holes,False,HIGH,closed,Bellary Road 2,Yelahanka,,13.1028933,77.5997786,,2024-02-07 19:40:17.998000+00:00,19,Wednesday,2,2,False,True,False,,
FKID000648,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,R.T. Nagar,,12.99572,77.5960333,,2024-02-07 19:27:16.631000+00:00,19,Wednesday,2,2,False,True,True,0.0022846863343355217,others
FKID000649,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasur,,12.9769594,77.6202004,,2024-03-10 05:47:47.550000+00:00,5,Sunday,6,3,True,True,False,,heavy_vehicle
FKID000650,unplanned,vehicle_breakdown,False,HIGH,closed,Hennur Main Road,Hennuru,,13.044785,77.6266483,,2024-02-07 22:10:03.484000+00:00,22,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000651,unplanned,road_conditions,False,LOW,closed,Non-corridor,Upparpet,,12.9798573,77.5816369,,2024-02-07 22:23:25.651000+00:00,22,Wednesday,2,2,False,True,False,,
FKID000652,unplanned,vehicle_breakdown,False,HIGH,closed,Bannerghata Road,Mico Layout,,12.9016245,77.601047,,2024-02-07 22:16:07.931000+00:00,22,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000653,unplanned,pot_holes,False,LOW,closed,Non-corridor,Mahadevapura,,13.0043228,77.7567049,,2024-02-07 22:08:08.784000+00:00,22,Wednesday,2,2,False,True,False,,
FKID000654,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Jalahalli,,13.0391136,77.542641,,2024-02-07 23:10:34.953000+00:00,23,Wednesday,2,2,False,True,False,,lcv
FKID000655,unplanned,others,False,LOW,closed,Non-corridor,Upparpet,,12.9775418,77.5742287,,2024-03-10 06:14:23.988000+00:00,6,Sunday,6,3,True,True,False,,
FKID000656,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Chamarajpet,,12.959592,77.5620312,,2024-03-10 04:11:30.088000+00:00,4,Sunday,6,3,True,True,False,,ksrtc_bus
FKID000657,unplanned,accident,False,LOW,closed,Non-corridor,K.S. Layout,,12.9011982,77.5443666,,2024-02-07 23:35:47.409000+00:00,23,Wednesday,2,2,False,True,False,,
FKID000658,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,,12.9667804,77.5874869,,2024-02-07 23:13:12.801000+00:00,23,Wednesday,2,2,False,True,False,,lcv
FKID000659,unplanned,pot_holes,False,LOW,closed,Non-corridor,Upparpet,Central Zone 2,12.9767709,77.5835862,K R Circle,2024-01-08 21:51:52.274000+00:00,21,Monday,0,1,False,True,False,,
FKID000660,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Jeevanbheemanagar,,12.9714146,77.6582129,,2024-02-08 01:31:43.540000+00:00,1,Thursday,3,2,False,True,False,,bmtc_bus
FKID000661,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Mahadevapura,,13.0097918,77.7591575,,2024-02-07 23:38:35.322000+00:00,23,Wednesday,2,2,False,True,False,,heavy_vehicle
FKID000662,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Wilson Garden,,12.9563287,77.5914733,,2024-02-08 00:31:18.374000+00:00,0,Thursday,3,2,False,True,False,,bmtc_bus
FKID000663,unplanned,vehicle_breakdown,False,HIGH,closed,Hennur Main Road,Hennuru,,13.0414178,77.6231794,,2024-02-08 01:27:32.269000+00:00,1,Thursday,3,2,False,True,False,,heavy_vehicle
FKID000664,unplanned,others,False,HIGH,closed,Tumkur Road,Peenya,,13.0391876,77.5193964,,2024-02-08 00:15:55.584000+00:00,0,Thursday,3,2,False,True,False,,
FKID000665,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Jalahalli,,13.0377318,77.5418233,,2024-02-07 22:58:34.018000+00:00,22,Wednesday,2,2,False,True,False,,private_car
FKID000666,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Upparpet,,12.9804733,77.5794236,,2024-02-07 23:30:00.784000+00:00,23,Wednesday,2,2,False,True,False,,bmtc_bus
FKID000667,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,R.T. Nagar,,13.0259455,77.5855367,,2024-02-07 23:13:46.593000+00:00,23,Wednesday,2,2,False,True,False,,truck
FKID000668,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Wilson Garden,,12.9427928,77.5974063,,2024-03-10 06:59:26.933000+00:00,6,Sunday,6,3,True,True,False,,lcv
FKID000669,unplanned,others,True,HIGH,active,Hosur Road,Adugodi,,12.9498164,77.6058462,,2024-02-08 01:47:37.091000+00:00,1,Thursday,3,2,False,True,True,0.0035164582756547205,
FKID000670,unplanned,water_logging,False,HIGH,closed,Hosur Road,Ashok Nagar,,12.9576764,77.6059609,CMP GateJunc,2024-01-28 21:50:01.868000+00:00,21,Sunday,6,1,True,True,False,,
FKID000671,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Magadi Road,,12.9584214,77.5542999,,2024-03-10 05:41:14.796000+00:00,5,Sunday,6,3,True,True,False,,others
FKID000672,unplanned,others,False,HIGH,closed,ORR North 2,Jalahalli,,13.0414067,77.5462717,,2024-01-31 21:57:52.307000+00:00,21,Wednesday,2,1,False,True,False,,
FKID000673,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Cubbon Park,,12.976579,77.5888679,,2024-03-10 07:07:12.650000+00:00,7,Sunday,6,3,True,True,False,,bmtc_bus
FKID000674,unplanned,others,False,LOW,closed,Non-corridor,Bellandur,,12.9096044,77.6762233,,2024-03-10 07:25:47.403000+00:00,7,Sunday,6,3,True,True,False,,
FKID000675,unplanned,others,False,HIGH,closed,ORR North 2,Jalahalli,,13.0415604,77.5470832,,2024-02-08 01:58:10.685000+00:00,1,Thursday,3,2,False,True,False,,
FKID000676,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,,12.9636778,77.585023,,2024-02-08 03:07:01.062000+00:00,3,Thursday,3,2,False,True,False,,bmtc_bus
FKID000677,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Yeshwanthpura,,13.0287687,77.5376981,,2024-03-10 05:56:53.189000+00:00,5,Sunday,6,3,True,True,False,,lcv
FKID000678,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,,13.016855,77.7037633,,2024-03-10 06:20:28.459000+00:00,6,Sunday,6,3,True,True,False,,lcv
FKID000679,unplanned,others,True,HIGH,closed,IRR(Thanisandra road),Adugodi,,12.93008,77.6219487,,2024-02-08 03:22:59.079000+00:00,3,Thursday,3,2,False,True,True,0.013863833346092157,
FKID000680,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Magadi Road,,12.9612781,77.5588938,,2024-03-10 08:35:22.367000+00:00,8,Sunday,6,3,True,True,False,,auto
FKID000681,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Yeshwanthpura,,13.0292386,77.5365365,,2024-02-08 04:24:44.508000+00:00,4,Thursday,3,2,False,True,False,,lcv
FKID000682,unplanned,construction,False,HIGH,active,ORR North 1,Hennuru,,13.0377313,77.6265336,,2024-02-08 03:28:54.362000+00:00,3,Thursday,3,2,False,True,False,,
FKID000683,unplanned,others,False,LOW,active,Non-corridor,Mahadevapura,,12.9925593,77.7125964,,2024-02-08 03:45:10.456000+00:00,3,Thursday,3,2,False,True,False,,
FKID000684,unplanned,vehicle_breakdown,False,HIGH,closed,Varthur Road,Whitefield,,12.9558203,77.7157905,,2024-02-08 04:22:14.183000+00:00,4,Thursday,3,2,False,True,False,,lcv
FKID000685,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Chamarajpet,,12.9806035,77.5707879,,2024-02-08 04:28:19.101000+00:00,4,Thursday,3,2,False,True,False,,others
FKID000686,unplanned,congestion,False,HIGH,closed,ORR North 2,Jalahalli,,13.0431668,77.5570694,,2024-02-08 03:26:11.652000+00:00,3,Thursday,3,2,False,False,False,,
